"ORGANIZATION NAME","ITEM NUMBER","ITEM DESCRIPTION",UOM,"ON HAND",
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53233,"Heo cái # FP Lộc Hòa +W50/2022 (2 máu)",Con,241,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53234,"Heo cái # FP Lộc Hòa +W50/2022 (1 máu)",Con,21,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53392,"Khăn Lau Đa Năng 25X25 ( 10 Cái / Xấp ) -HAT",Bịch,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53406,"Heo thương phẩm # FP Lộc Hòa+W51/2022",Con,706,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53407,"Heo đực # FP Lộc Hòa +W51/2022",Con,33,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53408,"Heo cái # FP Lộc Hòa +W51/2022 (1 máu)",Con,35,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53409,"Heo cái # FP Lộc Hòa +W51/2022 (2 máu)",Con,314,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53788,"Heo đực # FP Lộc Hòa +W03/2023",Con,13,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53789,"Heo cái # FP Lộc Hòa +W03/2023 (1 máu)",Con,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53790,"Heo cái # FP Lộc Hòa +W03/2023 (2 máu)",Con,53,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53791,"Heo cái # FP Lộc Hòa +W04/2023 (2 máu)",Con,35,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53792,"Heo thương phẩm # FP Lộc Hòa+W04/2023",Con,1291,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53930,"Heo thương phẩm # FP Lộc Hòa+W05/2023",Con,696,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53931,"Heo cái # FP Lộc Hòa +W05/2023 (1 máu)",Con,27,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53932,"Heo cái # FP Lộc Hòa +W05/2023 (2 máu)",Con,178,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54030,"Heo thương phẩm # FP Tân Thắng+W07/2023",Con,932,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54045,"Nova Doxine 500 10Kg Bag",Bao,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54089,"Bio - Para KC New 1Kg/gói",Gói,73,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54157,"Thẻ tai heo đỏ Pháp -Kim Hoàn",Cái,1900,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54163,"Xi lanh nhựa 10cc",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54206,"Nova Gentamycin 200 10Kg Bag (Farm)",Bao,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54339,"Heo thương phẩm # FP Tân Thắng+W12/2023",Con,947,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54355,"Dây Điện  Cvv 3 X 4.0 Mm - Cadivi  (300/500V) -HAT",M3,300,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54372,"Ruột Gà  Ф 20 (50M/ Cuộn) Lihhan- Trắng -HAT",Cuộn,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54373,"Sắt Hộp Kẽm 13X26Mm/ 1.2Mm - Hòa Phát -HAT",Cây,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54379,"Vít Bắn Tôn Bake ( Vít Trần) 2F5 (1000 Con/ Bịch) - Việt Nam -HAT",Bịch,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54390,"Heo cái # FP Lộc Hòa +W12/2023 (2 máu)",Con,32,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54391,"Heo thương phẩm # FP Lộc Hòa+W12/2023",Con,596,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54410,"Heo cái # FP Lộc Hòa +W12/2023 (1 máu)",Con,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54647,"Máy Khoan Búa ( Pin Sạc) Hp488Dwae- 18V (2X2.0Ah ) Makita -HAT",Bộ,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54648,"Mcb ( Cb Tép) Bkn 1P-63A-6Ka- Ls -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54649,"Motor Kéo 3Hp-220V - Toàn Phát -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54660,"Rơ Le Thời Gian Đôi Tf62N-60D -Hanyoung -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54690,"Dây Điện Nhôm Lv Abc 3X16- Cadivi -HAT",M3,300,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",641,"Nova Gentylo 100mlx30",Chai,35,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",652,"Nova Linco Spectin 100mlx30",Chai,31,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",669,"Nova Oxytocin 100mlx30",Chai,23,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",590,"Nova Bromhexine Plus 100mlx30",Chai,18,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",616,"Nova Enrocin 10% 100mlx30",Chai,44,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",525,"Novadine 10% (A) 20L",Can,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",708,"Tialin 10% 100mlx30",Chai,20,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",3622,"Nova Peni Strepto 100mlx30",Chai,20,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",3802,"Nova Doxal 100mlx30",Chai,7,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",4228,"Floxy 100ml/Chai",Chai,30,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",4304,"SG.Atropin 100ml/Chai",Chai,11,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",4171,"Calcium-B12(Vàng) 100ml/Chai",Chai,83,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",4404,"Vitamin K (Tiêm) 100ml/Chai",Chai,15,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",5843,"Môi trường pha tinh heo Kubus",Gói,260,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",6302,"Farrowsure Gold B 10ds (20ml/chai)",Lọ,38,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",6458,"BIO-GUM K + C 1kg",Gói,28,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",7967,"Ceptifur AP 100ml/chai",Chai,18,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",8968,"Formal 30 lít/can",Lít,210,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",9949,"Iodine 10% AP 20lit/can",Can,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",10252,"Nova Ceftio (Complete set)",Bộ,90,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",10825,"Amox - LA AP 100ml/chai",Chai,468,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13277,"AFA Violet spray 100ml/chai",Chai,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13282,"Bio-Linco-S 100ml/chai",Chai,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13285,"Bio-Anazin C 100ml/chai",Chai,32,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13390,"Ingelvac Mycoflex 10ds (10ml/lọ)",Lọ,22,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13391,"Ingelvac Mycoflex 50ds (50ml/chai)",Chai,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13466,"Availa Sow Feed First 25kg/bao",Kg,241,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13670,"BIO-CALCIPADE  10KG/BAO",Bao,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13714,"Bio-Vitamin K 100ml/chai",Chai,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13715,"Bio-Glucose 5% 500ml/chai",Chai,480,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13961,"Dầu DO 0.05S - 200lít/phuy",Lít,1602,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13964,"Ingelvac PRRS MLV + Diluent - 50 ds 50 liều / lọ",Bộ,46,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",13986,"Finadyne Solution 50ml/chai",Chai,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14102,"Vitamin AD3E 100ml/chai",Chai,77,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14289,"Xăng RON 95 - 30lít/can",Lít,190,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14481,"Provac Circomaster 20ds (20ml/chai)",Lọ,31,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14482,"Provac Circomaster 50ds (50ml/chai)",Chai,122,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14487,"P.G 600 - 1D 1 liều / lọ - 5ml / lọ",Bộ,25,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14816,"Bio-Genta 10% 100ml/chai",Chai,181,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14851,"AFA Nova Coc 5% 100ml/chai",Chai,131,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14852,"AFA Nova Mectin 1% 20ml/chai",Lọ,167,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",14853,"AFA Nova Tulacin 20ml/chai",Lọ,52,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",15056,"AFA-A18B-Milky - Hàng xá",Kg,20484,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",15073,"Bio-Dexa 100ml/chai",Chai,36,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",15788,"AFA-Colispec 100 ml/chai",Chai,215,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",15860,"HC Vac 50ds (dạng bánh) + nước pha (100ml/lọ)+50liều/chai + nước pha++",Bộ,26,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",16719,"Bio-Lactated Ringer's 500ml/chai",Chai,490,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",16722,"TH4 200lít/phuy",Lít,600,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",20017,"AFA-Nova Enro 10% 100ml/chai",Chai,32,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",20090,"AFA-Nova Fe+B12 100ml/chai",Chai,60,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",20091,"AFA-Nova Enrocin 10% 100ml/chai",Chai,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",20108,"Heo con (SS -> CS)",Con,5778,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",20524,"Bio-Prost 50ml/lọ",Chai,37,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",22034,"Porcilis Begonia 10ds (dạng bánh) + Unisolve nước pha (20ml/lọ)",Lọ,3,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",22406,"Bột nguyên trứng - 1kg/bao",Gói,25,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",22408,"Bio-Peni Strepto 100ml",Chai,29,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",22686,"Porcilis Begonia 50ds (dạng bánh) + Unisolve nước pha (100ml/chai)",Chai,3,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",22903,"Purlite 25kg/bao",Kg,150,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",26189,"Smecta 3g/gói",Gói,1200,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",28308,"Sút (NaOH) 25kg/bao",Kg,1125,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",29802,"BIO-DELTOX 1LÍT/CAN",Can,26,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",29829,"Vôi 25kg/bao",Kg,1110,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",30604,"Aftogen Oleo - Vaccin FMD 25ds (50ml/chai)",Chai,27,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",30948,"Bio-Amoxcillin 50% 10kg/bao",Kg,20,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",31564,"Bio-Vita Electrolytes 10kg/bao",Kg,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",31809,"Nova Colistin 500 (WSP) 1Kgx20S",Gói,22,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",32058,"AFA-A18C - Hàng xá",Kg,14914,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",32448,"Deterstorm 5kg/bình",Kg,50,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",33124,"Nova-ADE.Bcomplex 25kg/bao",Kg,51,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",35355,"Nova-C 200 1Kgx20S",Gói,90,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",35441,"Racumin - 1kg/gói",Kg,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",35442,"Transamin 250mg Inj 1x10 ống",Ống,50,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",35444,"Thuốc tím KMNO4 50kg/thùng",Kg,100,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",35663,"Nova Dexa 20 (New) (Local) 100mlx30",Chai,8,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",36172,"Farmxide New 200 lit/phuy",Phuy,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",36216,"Thuốc diệt ruồi Thanh Dương 5lít/can",Lít,35,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",37082,"Biotic 10kg/bao",Kg,30,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",37691,"Altresyn 540ml/chai",Chai,60,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",37890,"Xà bông rửa tay 20lit/can",Can,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",38771,"Nova Electrolytes 10Kg Bag",Bao,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",41320,"Ingelvac-H 50ds (100ml/chai)",Chai,34,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",41922,"FLUXIN 50 100ml/chai",Chai,149,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",44347,"Coglapest 50ds (dạng bánh) + Pro-S Diluent nước pha (100ml/chai)",Bộ,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",44348,"Coglapest 10ds (dạng bánh) + Pro-S Diluent nước pha (20ml/lọ)",Bộ,29,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",44593,"Aqua ORG",Kg,45,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",44806,"Sebasil Pour-On 5 lít/can",Lít,40,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",45096,"Clamoxyl LA 250ml/chai",Chai,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",46222,"Taktic 12,5% 250ml/chai",Chai,23,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48605,"Bao Xanh Mỏng Pp (2 Chỉ ) 60X90 -HAT",Cái,700,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48629,"Bóng Đèn Uv 120Cm- Andawo -HAT",Cái,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48661,"Chổi Nhựa Quét Nước Loại Bản Lớn  -HAT",Cây,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48700,"Dây Rút 5 X 300 ,100 Sợi/Bịch -HAT",Bịch,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48711,"Đũa Inox 2 Cái / Đôi -HAT",Đôi,20,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48732,"Gối Hơi ( Có Sẵn Bao Gối) 60 X 40 Cm, Hoàng Gia -HAT",Cái,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48741,"Keo Dán Ống 500G - Bình Minh  -HAT",Lon,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48750,"Khăn 40*60 - Thank Thank -HAT",Cái,6,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48752,"Khăn Ăn  33X33- 100Tờ/ Xấp -  E'Mos Premium  -HAT",Bịch,19,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48786,"Mền Nỉ 1,8Mx2M - Nỉ /900G -HAT",Cái,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48890,"Tuýp Kẽm 21 X 1,9Mm/ 6M - Hòa Phát -HAT",Cây,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48894,"Ủng  Xanh Dương Thùy Dương Size 11, 11.5 ( Đế Đỏ ) -HAT",Đôi,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48910,"Xô Nhựa 16L- Đại Triển -HAT",Cái,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48967,"Bộ dây gieo tinh sâu nái rạ (đầu lớn) Magapor -FT",Cái,1500,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48981,"Ống chích nhựa Recca 10ml-Lê Anh",Cây,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48983,"Ống chích nhựa Recca 20ml-Lê Anh",Cái,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",48999,"Bộ đá mài răng heo con - Taiwan -CATBD",Cái,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49265,"Kẹp Mát 500A - Maxpro -HAT",Cái,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49381,"Giường Sắt Đơn 1,2Mx2M- Sơn Tĩnh Điện -HAT",Cái,3,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49395,"Phích Cắm 10A- Chống Vỡ P17- Ominsu -HAT",Cái,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49398,"Rơ Le Nhiệt Mt32 ( 9-13A )  / Ls -HAT",Cái,3,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49400,"Sơn Xịt Đỏ A211- Win -HAT",Chai,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49401,"Sơn Xịt Xanh A242  - Win -HAT",Chai,41,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49590,"Găng tay sản khoa cho bò - CATBD -CATBD",Hộp,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49591,"Tuýp đựng tinh CATBD -CATBD",Cái,2000,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49594,"Ống chích tự động HSW Eco-matic 2ml -CATBD",Cái,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49644,"Quần đồng phục kaki xanh đen -Quang Tuấn",Cái,57,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",49783,"Ingelvac Mycoflex 100ds (100ml/chai)",Lọ,52,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",50011,"AFA-Baby A (Lacta)- Hàng xá",Kg,2850,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",50169,"Colistin 50% (10kg/bao, trộn TA)",Kg,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",50234,"Kẽm Trắng 1,2Mm -HAT",Kg,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",50294,"Van Khóa Hơi 2 Đầu Ren Ngoài 13Mm -HAT",Cái,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",50590,"Viêm não Nhật Bản 20 ds + nước pha",Bộ,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",50732,"Kim inox số 12x20 (hộp xanh dương) -CATBD",Vĩ,3,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",51079,"Nova C 100 10Kg Bag",Bao,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",51080,"Nova Tydoxin Max 10Kg Bag",Bao,7,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",51264,"Đầu Bắn Tôn Lục Giác 8Mm- Top -HAT",Cái,30,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",51454,"Test kiểm tra nhanh dịch tả lợn châu Phi - Rocbiotech Inc – Mỹ- 20 cái/Hộp - FA",Cái,45,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52147,"Giấy lọc tinh -Lê Anh",Bịch,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52276,"Heo cái # FP Lộc Hòa +W40/2022 (1 máu)",Con,9,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52277,"Heo cái # FP Lộc Hòa +W40/2022 (2 máu)",Con,126,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52437,"Heo cái # FP Lộc Hòa +W41/2022 (1 máu)",Con,14,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52438,"Heo cái # FP Lộc Hòa +W41/2022 (2 máu)",Con,101,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52618,"Stalosan F-Chất khử trùng chuồng trại 15kg/bao",Kg,105,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",52710,"Bàn Chà Toilet Loại Tròn , Loại Dày -HAT",Cái,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",53102,"Provac TP 10ds (30ml/lọ)",Lọ,39,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",53103,"E.lac men sống chịu kháng sinh 10g/gói",Gói,2000,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",53170,"PRIME PAC PRRS 50ds (dạng bánh)+ Diluvac Forte nước pha (50ml/chai) - ống chích thường",Bộ,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",53171,"PRIME PAC PRRS 100ds (dạng bánh)+ Diluvac Forte nước pha (20ml/lọ) - không kim",Bộ,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",53298,"Kim inox số 9x13 (hộp xanh dương) -CATBD",Vĩ,20,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54069,"Thước đo độ dày mỡ lưng",Cái,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54133,"Bịch Nilong 2 Quai - Trắng 5 Kg -HAT",Kg,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54145,"Đuôi Đèn Treo Nhựa Dx1 -Trắng Sopoka -HAT",Cái,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54149,"Màng Bọc Thực Phẩm R400-30 (30Cm X220M)- Ringo -HAT",Cuộn,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54152,"Ống dẫn tinh đầu xốp nhỏ TQ trắng -Lê Anh",Cái,500,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54153,"Ống dẫn tinh đầu xốp to TQ trắng -Lê Anh",Cái,1000,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54206,"Nova Gentamycin 200 10Kg Bag (Farm)",Bao,1,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54354,"Dây Cuaroa Trơn B84- Thái Lan -HAT",Cái,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54360,"Giường Sắt Đơn 1,6Mx2M- Sơn Tĩnh Điện -HAT",Cái,2,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54366,"Nắp Bít Trơn 168- Siêu Thành  -HAT",Cái,5,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54368,"Nối Rút Có Ren Rn21/27- Bình Minh -HAT",Cái,10,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54369,"Ống Nước 168- Bình Minh- 4.5Mm -HAT",M3,4,
"085 Org FP.Lộc Hòa - ANOVA FARM (Cost Org)",54378,"Tuýp Kẽm Nhúng Nóng 21 X 2.6Mm/ 6M - Hòa Phát -HAT",Cây,30,
"081 Org không tính giá - ANOVA FARM",43575,"Ván Nhựa Picomat 1220X2440X12Mm-HAT",Tấm,3,
"081 Org không tính giá - ANOVA FARM",48583,"Ấm Đun Siêu Tốc  Kim Cương -HAT",Cái,1,
"081 Org không tính giá - ANOVA FARM",48584,"Áo Mưa Bộ Rằng Ri - Suni -HAT",Bộ,2,
"081 Org không tính giá - ANOVA FARM",48585,"Bạc Đạn 6203Zz -Nắp Sắt- Koyo -HAT",Cái,54,
"081 Org không tính giá - ANOVA FARM",48586,"Bấm Kim Số 10 Gstar -HAT",Cái,1,
"081 Org không tính giá - ANOVA FARM",48587,"Bàn Chà Sàn Toilet Vuông 6X30- Vuông -HAT",Cái,19,
"081 Org không tính giá - ANOVA FARM",48589,"Băng Keo Điện 5Ml*18Mm*20Y - Nano Tô Nga Dũng- Đen -HAT",Cuộn,5,
"081 Org không tính giá - ANOVA FARM",48590,"Băng Keo Giấy 50Mm*18Y (6 Cuộn/ Lốc) -HAT",Cuộn,2,
"081 Org không tính giá - ANOVA FARM",48592,"Băng Keo Trong 48Mm- 80Y ( 6 Cuộn/ Lốc) -HAT",Cuộn,4,
"081 Org không tính giá - ANOVA FARM",48593,"Bánh Xe  Chết 100*38 - Hàng Gia Công - Càng 3Mm- Cao Su - Lấy Càng -HAT",Cái,18,
"081 Org không tính giá - ANOVA FARM",48598,"Bánh Xe Xoay  100*38 - Hàng Gia Công - Càng 3Mm- Cao Su - Lấy Càng -HAT",Cái,11,
"081 Org không tính giá - ANOVA FARM",48599,"Bao Tay Cao Su Size Xl- Cầu Vòng -HAT",Đôi,14,
"081 Org không tính giá - ANOVA FARM",48600,"Bao Tay Cao Su Vglove Có Bột - Size M -HAT",Hộp,9,
"081 Org không tính giá - ANOVA FARM",48601,"Bao Tay Len 800G / 10 Đôi -HAT",Đôi,12,
"081 Org không tính giá - ANOVA FARM",48602,"Bao Tay Nilong 0 -HAT",Kg,2,
"081 Org không tính giá - ANOVA FARM",48606,"Bay Xây Nhà 10Cm- Cd -HAT",Cái,11,
"081 Org không tính giá - ANOVA FARM",48607,"Béc Nhộng Phun 1 Bên Họng Phun 1.8Mm ( 100C/B) -HAT",Bịch,3,
"081 Org không tính giá - ANOVA FARM",48610,"Bìa Cứng A4 ( Hồng ) 100 Tờ / Xấp -HAT",Gram,2,
